date,advertiser_id,campaign_id,channel,region,impressions,clicks,spend,conversions,revenue
2024-09-23,ADV060,CMP2688,Social,LATAM,22465,672,3110.48,20,1303.59
2024-09-24,ADV060,CMP5512,Social,LATAM,26735,768,3701.67,23,3585.16
2024-09-25,ADV060,CMP3135,Social,LATAM,33318,845,4613.12,35,2644.02
2024-09-27,ADV060,CMP8364,Social,LATAM,36539,875,5059.2,24,1538.67
2024-09-29,ADV060,CMP7950,Social,LATAM,17007,482,2354.78,18,2201.28
2024-10-02,ADV060,CMP5307,Social,LATAM,30576,722,4233.52,21,2235.55
2024-10-04,ADV060,CMP2507,Social,LATAM,26000,663,3599.93,27,1974.07
2024-10-05,ADV060,CMP6558,Social,LATAM,28601,859,3960.07,32,5481.64
2024-10-06,ADV060,CMP8396,Social,LATAM,25984,663,3597.76,24,3401.34
2024-10-08,ADV060,CMP3508,Social,LATAM,25845,777,3578.54,31,2827.13
2024-10-10,ADV060,CMP7387,Social,LATAM,33239,864,4602.19,25,2284.95
2024-10-11,ADV060,CMP2387,Social,LATAM,31562,842,4370.08,29,2243.01
2024-10-13,ADV060,CMP5929,Social,LATAM,36343,0,5032.05,33,2002.05
2024-10-15,ADV060,CMP3723,Social,LATAM,27705,830,16670.9,29,3603.45
2024-10-16,ADV060,CMP2420,Social,LATAM,33556,1093,4646.14,38,2476.07
2024-10-18,ADV060,CMP4449,Social,LATAM,33364,926,4619.53,31,4160.32
2024-10-20,ADV060,CMP2487,Social,LATAM,36677,789,5078.23,29,2727.64
2024-10-23,ADV060,CMP1697,Social,LATAM,32439,811,4491.49,30,5052.72
2024-10-24,ADV060,CMP2868,Social,LATAM,32477,771,4496.77,28,1223.86
2024-10-25,ADV060,CMP2917,Social,LATAM,40449,1138,5600.51,36,2959.56
2024-10-28,ADV060,CMP8484,Social,LATAM,41805,1253,5788.31,41,5083.53
2024-10-29,ADV060,CMP3758,Social,LATAM,32271,805,4468.26,27,2638.77
2024-10-30,ADV060,CMP7455,Social,LATAM,36944,865,5115.25,38,4470.98
2024-10-31,ADV060,CMP6010,Social,LATAM,28129,797,3894.72,25,3216.37
2024-11-05,ADV060,CMP2647,Social,LATAM,48417,1299,6703.71,37,2769.43
2024-11-07,ADV060,CMP8983,Social,LATAM,50606,1146,7006.75,37,2618.46
2024-11-09,ADV060,CMP8225,Social,LATAM,40338,1080,5585.1,39,1290.98
2024-11-10,ADV060,CMP5264,Social,LATAM,41641,1344,5765.6,54,7000.02
2024-11-11,ADV060,CMP2863,Social,LATAM,47855,1341,6625.87,49,3679.37
2024-11-12,ADV060,CMP4025,Social,LATAM,51697,1315,7157.9,51,4527.29
2024-11-13,ADV060,CMP8614,Social,LATAM,51682,1244,7155.73,35,953.86
2024-11-14,ADV060,CMP5724,Social,LATAM,54259,1485,7512.57,47,3480.79
2024-11-15,ADV060,CMP3503,Social,LATAM,43006,1160,5954.52,38,6321.32
2024-11-16,ADV060,CMP5648,Social,LATAM,57092,1208,7904.86,42,3891.05
2024-11-18,ADV060,CMP7059,Social,LATAM,45499,1097,6299.67,40,4313.06
2024-11-19,ADV060,CMP8949,Social,LATAM,50920,1417,7050.23,47,3541.74
2024-11-21,ADV060,CMP3526,Social,LATAM,44666,963,6184.37,30,941.22
2024-11-22,ADV060,CMP2963,Social,LATAM,37710,1033,5221.33,24,2175.24
2024-11-24,ADV060,CMP9730,Social,LATAM,49510,1149,-6855.11,41,4771.47
2024-11-25,ADV060,CMP8469,Social,LATAM,41124,1044,5694.01,39,2531.28
2024-11-26,ADV060,CMP8459,Social,LATAM,34699,944,4804.41,36,5865.87
2024-11-28,ADV060,CMP3425,Social,LATAM,39309,1065,5442.71,35,1437.61
2024-11-29,ADV060,CMP4669,Social,LATAM,36039,873,4989.9,31,3269.7
2024-12-01,ADV060,CMP5857,Social,LATAM,50411,1327,6979.83,42,6506.31
2024-12-03,ADV060,CMP4283,Social,LATAM,37727,936,5223.64,28,2260.74
2024-12-04,ADV060,CMP7355,Social,LATAM,46761,1238,6474.4,30,2512.73
2024-12-05,ADV060,CMP1763,Social,LATAM,63874,1406,8843.92,47,2852.28
2024-12-07,ADV060,CMP8977,Social,LATAM,38951,945,5393.05,31,2789.98
2024-12-09,ADV060,CMP7775,Social,LATAM,34602,797,4790.98,26,4661.07
2024-12-10,ADV060,CMP9402,Social,LATAM,48262,1424,6682.24,58,3011.74
2024-12-11,ADV060,CMP3452,Social,LATAM,38097,967,5274.86,37,4221.17
2024-12-14,ADV060,CMP7371,Social,LATAM,40253,1126,5573.43,37,5795.39
2024-12-15,ADV060,CMP8139,Social,LATAM,43170,1022,5977.26,34,2695.47
2024-12-16,ADV060,CMP3323,Social,LATAM,49126,1532,6801.9,51,3973.66
2024-12-19,ADV060,CMP5106,Social,LATAM,43626,1084,6040.41,42,2969.78
2024-12-20,ADV060,CMP8302,Social,LATAM,40075,1031,5548.66,37,894.18
2024-12-22,ADV060,CMP5786,Social,LATAM,40965,1009,26084.26,34,4324.3
2024-12-23,ADV060,CMP3378,Social,LATAM,43561,1160,6031.32,42,7064.03
2024-12-27,ADV060,CMP7621,Social,LATAM,45100,1227,6244.42,44,7170.4
2024-12-29,ADV060,CMP1651,Social,LATAM,62037,1554,8589.46,52,8662.82
2024-12-30,ADV060,CMP5035,Social,LATAM,42803,945,5926.4,38,3907.71
2024-01-01,ADV061,CMP4621,Social,North America,76756,1782,3125.45,156,3684.55
2024-01-02,ADV061,CMP6558,Social,North America,102477,2099,4172.79,207,36843.72
2024-01-03,ADV061,CMP5180,Social,North America,126529,1958,5152.18,160,9609.77
2024-01-06,ADV061,CMP1651,Social,North America,136929,2784,5575.65,208,20808.54
2024-01-07,ADV061,CMP6024,Social,North America,85932,1657,3499.11,126,22422.25
2024-01-08,ADV061,CMP6242,Social,North America,120946,2776,4924.83,224,28390.65
2024-01-09,ADV061,CMP6560,Social,North America,102485,1484,4173.1,121,6109.06
2024-01-10,ADV061,CMP1121,Social,North America,113654,2308,4627.92,228,7401.66
2024-01-12,ADV061,CMP6811,Social,North America,116009,2198,4723.82,211,25922.46
2024-01-13,ADV061,CMP8209,Social,North America,156148,2519,6358.21,171,11308.65
2024-01-14,ADV061,CMP4445,Social,North America,77173,1593,3142.42,160,6446.21
2024-01-16,ADV061,CMP3936,Social,North America,127135,2821,5176.84,254,6107.98
2024-01-17,ADV061,CMP4444,Social,North America,93805,1825,3819.66,141,4777.37
2024-01-18,ADV061,CMP1141,Social,North America,123592,2412,5032.59,226,23797.25
2024-01-19,ADV061,CMP6653,Social,North America,106463,2405,4335.1,201,12914.66
2024-01-23,ADV061,CMP6788,Social,North America,97912,1733,3986.91,215,11623.0
2024-01-26,ADV061,CMP4489,Social,North America,133424,2788,5432.93,228,37152.49
2024-01-30,ADV061,CMP2050,Social,North America,108134,1877,4403.13,152,16474.31
2024-01-31,ADV061,CMP2986,Social,North America,90646,1738,3691.03,159,23905.08
2024-02-01,ADV061,CMP6739,Social,North America,147935,2666,6023.81,293,14155.44
2024-02-04,ADV061,CMP3895,Social,North America,125753,2094,5120.56,187,14595.12
2024-02-06,ADV061,CMP6232,Social,North America,134843,2349,5490.71,235,31386.1
2024-02-07,ADV061,CMP9803,Social,North America,112047,2014,4562.46,192,23504.24
2024-02-08,ADV061,CMP7106,Social,North America,97563,1961,3972.69,167,4923.29
2024-02-09,ADV061,CMP9821,Social,North America,149535,3564,6088.96,328,26377.25
2024-02-11,ADV061,CMP6669,Social,North America,102212,2207,4162.02,204,14479.74
2024-02-12,ADV061,CMP5120,Social,North America,87976,2053,3582.3,172,23256.12
2024-02-13,ADV061,CMP9073,Social,North America,120086,2861,4889.81,252,21811.85
2024-02-14,ADV061,CMP6462,Social,North America,141431,2326,5758.98,227,24283.13
2024-02-15,ADV061,CMP8846,Social,North America,106381,2228,4331.78,225,11817.13
2024-02-16,ADV061,CMP3033,Social,North America,122702,2102,4996.32,206,31107.28
2024-02-17,ADV061,CMP7040,Social,North America,117730,1906,4793.89,161,19922.7
2024-02-20,ADV061,CMP3353,Social,North America,117439,2351,4782.03,220,13619.12
2024-02-21,ADV061,CMP7972,Social,North America,113387,1894,4617.02,163,15279.52
2024-02-22,ADV061,CMP4599,Social,North America,157106,2471,6397.25,199,12835.27
2024-02-23,ADV061,CMP5394,Social,North America,115238,2027,4692.42,169,12851.56
2024-02-24,ADV061,CMP5735,Social,North America,113513,2215,4622.15,148,7147.67
2024-02-26,ADV061,CMP7076,Social,North America,106993,2092,4356.69,141,19242.64
2024-02-27,ADV061,CMP5347,Social,North America,125068,2073,5092.66,155,4448.43
2024-02-29,ADV061,CMP1081,Social,North America,120117,2456,4891.07,216,13893.31
2024-03-01,ADV061,CMP6766,Social,North America,142485,2796,5801.86,275,26373.3
2024-03-02,ADV061,CMP8086,Social,North America,170428,3343,6939.7,352,40834.32
2024-03-05,ADV061,CMP2336,Social,North America,142606,2468,5806.8,223,11075.95
2024-03-06,ADV061,CMP3055,Social,North America,124992,1968,5089.57,172,19423.17
2024-03-07,ADV061,CMP7888,Social,North America,122872,2231,5003.24,216,6877.81
2024-03-11,ADV061,CMP6744,Social,North America,164757,3606,6708.76,259,10239.6
2024-03-13,ADV061,CMP4495,Social,North America,147202,2943,5993.97,263,23510.55
2024-03-15,ADV061,CMP6556,Social,North America,146873,2874,5980.55,171,5503.91
2024-03-16,ADV061,CMP9694,Social,North America,144710,2697,5892.46,285,48050.25
2024-03-17,ADV061,CMP3457,Social,North America,108713,1783,4426.73,175,29759.64
2024-03-18,ADV061,CMP3799,Social,North America,122572,2423,4991.02,231,35211.35
2024-03-21,ADV061,CMP4518,Social,North America,121846,2760,4961.47,216,29062.75
2024-03-22,ADV061,CMP2380,Social,North America,132092,2821,5378.69,261,45064.05
2024-03-24,ADV061,CMP7896,Social,North America,157759,2934,6423.84,242,24364.61
2024-03-26,ADV061,CMP8228,Social,North America,161019,2356,6556.55,194,28516.82
2024-03-27,ADV061,CMP5597,Social,North America,123465,2673,5027.4,166,15381.86
2024-03-28,ADV061,CMP4757,Social,North America,161594,2549,6579.97,220,21182.51
2024-03-29,ADV061,CMP7710,Social,North America,86280,1778,3513.25,135,20100.3
2024-04-02,ADV061,CMP6780,Social,North America,147061,3243,5988.21,283,45718.47
2024-04-05,ADV061,CMP1656,Social,North America,172828,3382,7037.41,308,6955.86
2024-04-07,ADV061,CMP8076,Social,North America,163135,3407,6642.71,334,47231.76
2024-04-08,ADV061,CMP5703,Social,North America,154276,3226,6281.98,257,37916.62
2024-04-10,ADV061,CMP7568,Social,North America,136567,2688,5560.89,230,34006.5
2024-04-11,ADV061,CMP8516,Social,North America,103507,1268,4214.71,107,16434.1
2024-04-12,ADV061,CMP1596,Social,North America,175159,2853,7132.36,238,35305.12
2024-04-14,ADV061,CMP1720,Social,North America,124554,0,5071.73,254,40070.9
2024-04-15,ADV061,CMP7827,Social,North America,155672,3662,6338.85,303,29524.36
2024-04-16,ADV061,CMP7259,Social,North America,151706,2546,6177.36,222,19583.93
2024-04-18,ADV061,CMP1136,Social,North America,111108,2412,4524.25,160,22058.53
2024-04-19,ADV061,CMP9365,Social,North America,104506,1927,15988.46,157,7914.1
2024-04-21,ADV061,CMP4069,Social,North America,180685,2971,7357.36,204,29733.56
2024-04-22,ADV061,CMP5404,Social,North America,148049,2973,6028.44,256,29123.09
2024-04-25,ADV061,CMP3898,Social,North America,154259,3423,6281.31,331,40989.93
2024-04-27,ADV061,CMP4180,Social,North America,140534,3038,5722.45,271,46281.33
2024-04-29,ADV061,CMP1035,Social,North America,113175,2339,4608.39,232,28254.36
2024-04-30,ADV061,CMP2213,Social,North America,156046,2693,6354.07,218,24492.81
2024-05-01,ADV061,CMP1964,Social,North America,184591,3329,7516.4,211,15060.01
2024-05-05,ADV061,CMP6274,Social,North America,173652,3507,7070.98,256,23995.37
2024-05-07,ADV061,CMP3568,Social,North America,140734,2908,5730.57,259,12699.16
2024-05-08,ADV061,CMP8639,Social,North America,136557,3055,5560.52,318,32170.25
2024-05-09,ADV061,CMP8569,Social,North America,117117,2217,4768.9,170,9595.78
2024-05-11,ADV061,CMP5614,Social,North America,159687,4175,6502.35,387,50652.25
2024-05-12,ADV061,CMP7265,Social,North America,107886,2029,4393.03,148,20149.24
2024-05-13,ADV061,CMP3980,Social,North America,115350,2570,21679.01,253,26760.37
2024-05-14,ADV061,CMP6007,Social,North America,188540,4238,7677.21,361,48799.3
2024-05-15,ADV061,CMP5067,Social,North America,202861,3406,8260.32,291,11886.48
2024-05-16,ADV061,CMP9038,Social,North America,135267,3060,5507.97,268,29929.72
2024-05-18,ADV061,CMP9215,Social,North America,114575,2276,4665.41,202,19955.46
2024-05-19,ADV061,CMP4101,Social,North America,126039,2258,5132.2,217,22414.65
2024-05-20,ADV061,CMP4017,Social,North America,112347,2698,4574.67,282,49439.48
2024-05-21,ADV061,CMP7435,Social,North America,132805,2504,5407.7,224,30403.05
2024-05-22,ADV061,CMP1891,Social,North America,172962,3843,7042.87,373,41130.95
2024-05-24,ADV061,CMP7784,Social,North America,161589,2566,6579.78,230,11898.58
2024-05-26,ADV061,CMP2228,Social,North America,186353,3636,7588.14,280,50378.23
2024-05-27,ADV061,CMP2622,Social,North America,170453,2958,6940.72,292,24480.91
2024-05-28,ADV061,CMP9339,Social,North America,155776,3332,6343.07,282,46544.75
2024-05-30,ADV061,CMP4578,Social,North America,158598,3475,6457.98,212,26810.68
2024-06-02,ADV061,CMP8058,Social,North America,179156,3666,7295.07,321,22617.38
2024-06-04,ADV061,CMP9199,Social,North America,220134,3318,8963.67,275,12616.54
2024-06-05,ADV061,CMP2034,Social,North America,139382,2732,5675.52,215,31467.92
2024-06-07,ADV061,CMP8502,Social,North America,178390,3577,7263.88,282,38609.22
2024-06-09,ADV061,CMP8917,Social,North America,167502,3060,6820.57,247,25713.22
2024-06-11,ADV061,CMP7111,Social,North America,205742,4133,8377.63,297,28137.3
2024-06-12,ADV061,CMP6333,Social,North America,212059,4036,8634.87,348,41566.04
2024-06-13,ADV061,CMP8927,Social,North America,149821,3197,22223.29,255,42668.96
2024-06-15,ADV061,CMP6750,Social,North America,126322,2139,5143.74,184,28215.49
2024-06-16,ADV061,CMP9930,Social,North America,193367,4041,7873.76,317,50796.74
2024-06-17,ADV061,CMP4512,Social,North America,160875,3405,6550.71,288,8359.76
2024-06-19,ADV061,CMP9420,Social,North America,156496,3189,6372.4,215,16557.12
2024-06-21,ADV061,CMP8316,Social,North America,184724,4514,7521.8,408,25145.2
2024-06-22,ADV061,CMP4680,Social,North America,191436,3846,7795.11,319,36303.6
2024-06-25,ADV061,CMP3680,Social,North America,205744,3543,8377.73,401,71815.29
2024-06-26,ADV061,CMP8898,Social,North America,193132,3203,7864.17,289,29372.9
2024-06-27,ADV061,CMP8823,Social,North America,171437,3543,6980.79,273,24638.78
2024-06-28,ADV061,CMP9869,Social,North America,177897,3831,7243.85,328,56806.93
2024-06-29,ADV061,CMP3569,Social,North America,138103,2913,5623.46,224,14546.37
2024-07-01,ADV061,CMP2428,Social,North America,180659,3703,7356.31,297,21352.68
2024-07-03,ADV061,CMP9619,Social,North America,167254,3952,-6810.46,334,24959.23
2024-07-04,ADV061,CMP9722,Social,North America,107377,1731,4372.3,172,9757.06
2024-07-05,ADV061,CMP5916,Social,North America,120990,2790,4926.62,211,21234.45
2024-07-06,ADV061,CMP6993,Social,North America,172553,3480,7026.21,265,18646.46
2024-07-07,ADV061,CMP3779,Social,North America,198719,4284,8091.68,383,32133.91
2024-07-09,ADV061,CMP4399,Social,North America,186205,3761,7582.12,369,63632.9
2024-07-10,ADV061,CMP6923,Social,North America,170383,3079,6937.88,254,8499.47
2024-07-11,ADV061,CMP2943,Social,North America,198169,3706,8069.29,281,24650.0
2024-07-13,ADV061,CMP5543,Social,North America,196518,3821,8002.05,320,56252.39
2024-07-14,ADV061,CMP2767,Social,North America,158212,3253,6442.27,283,41709.24
2024-07-15,ADV061,CMP6903,Social,North America,227961,4069,9282.38,343,53361.95
2024-07-16,ADV061,CMP6559,Social,North America,102224,1670,4162.5,138,10722.34
2024-07-17,ADV061,CMP7148,Social,North America,151006,3247,6148.87,280,45481.97
2024-07-19,ADV061,CMP8430,Social,North America,155493,3574,6331.57,301,28935.06
2024-07-20,ADV061,CMP3830,Social,North America,143575,3182,5846.28,219,39350.47
2024-07-21,ADV061,CMP7358,Social,North America,202149,4432,8231.34,378,33141.25
2024-07-22,ADV061,CMP2558,Social,North America,180038,3853,34062.55,393,52158.93
2024-07-23,ADV061,CMP3129,Social,North America,109817,2264,4471.67,195,16924.65
2024-07-24,ADV061,CMP4036,Social,North America,182157,3557,7417.28,333,11227.26
2024-07-25,ADV061,CMP4054,Social,North America,184215,3090,7501.1,330,16723.38
2024-07-26,ADV061,CMP7547,Social,North America,153347,3548,6244.17,348,50144.45
2024-07-27,ADV061,CMP4928,Social,North America,168747,3310,6871.24,345,48796.29
2024-07-29,ADV061,CMP5554,Social,North America,172773,3392,7035.17,305,24587.98
2024-07-30,ADV061,CMP3323,Social,North America,205983,4306,8387.44,360,28829.43
2024-07-31,ADV061,CMP4286,Social,North America,168204,2773,6849.15,221,38855.78
2024-08-01,ADV061,CMP3738,Social,North America,159203,2725,6482.62,240,15297.14
2024-08-02,ADV061,CMP9660,Social,North America,134944,2872,5494.8,255,18620.44
2024-08-03,ADV061,CMP9480,Social,North America,142882,3072,5818.06,238,8082.01
2024-08-04,ADV061,CMP6890,Social,North America,170333,3298,6935.83,283,18649.11
2024-08-05,ADV061,CMP7534,Social,North America,139437,2697,5677.78,258,18416.41
2024-08-07,ADV061,CMP6357,Social,North America,127774,2628,5202.85,227,34834.13
2024-08-09,ADV061,CMP4066,Social,North America,125305,2489,5102.31,210,34012.87
2024-08-10,ADV061,CMP1218,Social,North America,97437,1941,3967.56,132,9114.96
2024-08-11,ADV061,CMP3801,Social,North America,128499,3011,5232.39,262,9057.5
2024-08-14,ADV061,CMP2502,Social,North America,136918,3094,5575.19,295,12926.95
2024-08-20,ADV061,CMP8596,Social,North America,122321,2989,4980.81,234,8765.71
2024-08-21,ADV061,CMP6868,Social,North America,141680,2566,5769.09,205,31094.93
2024-08-25,ADV061,CMP3748,Social,North America,182338,3271,7424.67,318,11586.63
2024-08-26,ADV061,CMP6275,Social,North America,175540,3432,7147.86,268,8670.23
2024-08-29,ADV061,CMP9846,Social,North America,147508,3008,29753.91,280,45194.32
2024-08-31,ADV061,CMP5441,Social,North America,189994,3889,7736.39,401,40213.99
2024-09-01,ADV061,CMP7926,Social,North America,199758,3617,8133.98,358,37152.29
2024-09-04,ADV061,CMP5093,Social,North America,111561,1921,4542.68,183,18485.73
2024-09-06,ADV061,CMP9654,Social,North America,100210,1939,4080.46,160,25327.29
2024-09-08,ADV061,CMP3676,Social,North America,140495,2528,5720.86,181,20224.0
2024-09-10,ADV061,CMP3574,Social,North America,134849,2533,5490.94,222,21353.06
2024-09-11,ADV061,CMP4102,Social,North America,170434,2962,6939.96,282,10969.94
2024-09-12,ADV061,CMP6307,Social,North America,168459,3039,6859.5,240,29946.29
2024-09-15,ADV061,CMP6932,Social,North America,127247,3291,5181.42,342,29459.3
2024-09-19,ADV061,CMP2254,Social,North America,84764,1708,3451.52,161,5377.92
2024-09-20,ADV061,CMP8364,Social,North America,135155,2441,5503.42,197,23511.78
2024-09-21,ADV061,CMP2293,Social,North America,137554,2799,5601.1,248,38209.63
2024-09-22,ADV061,CMP8959,Social,North America,154268,3469,6281.68,314,16527.93
2024-09-24,ADV061,CMP2112,Social,North America,177877,2790,7243.0,265,19808.29
2024-09-25,ADV061,CMP3203,Social,North America,133210,2493,5424.21,203,18705.48
2024-09-26,ADV061,CMP3209,Social,North America,152420,2752,6206.43,223,6371.66
2024-10-02,ADV061,CMP3912,Social,North America,113522,2263,4622.53,217,18953.79
2024-10-03,ADV061,CMP9745,Social,North America,136990,2280,5578.14,211,18113.85
2024-10-04,ADV061,CMP9869,Social,North America,131290,3020,5346.05,241,21431.16
2024-10-06,ADV061,CMP3458,Social,North America,165845,3079,6753.09,258,7834.4
2024-10-08,ADV061,CMP2980,Social,North America,118176,2706,4812.05,221,34699.36
2024-10-09,ADV061,CMP6703,Social,North America,177987,3821,7247.49,327,10641.76
2024-10-10,ADV061,CMP7253,Social,North America,153206,2613,6238.42,200,10959.86
2024-10-11,ADV061,CMP2222,Social,North America,143045,3334,5824.69,361,63912.59
2024-10-12,ADV061,CMP8602,Social,North America,161308,2776,20610.87,301,34750.38
2024-10-13,ADV061,CMP9002,Social,North America,185144,3247,7538.91,292,27790.06
2024-10-17,ADV061,CMP1213,Social,North America,193776,4547,7890.41,437,32553.42
2024-10-19,ADV061,CMP4066,Social,North America,185349,4175,7547.27,328,32340.55
2024-10-20,ADV061,CMP6573,Social,North America,147774,3004,6017.26,268,21886.04
2024-10-21,ADV061,CMP6541,Social,North America,125133,2761,5095.31,223,34334.42
2024-10-22,ADV061,CMP5433,Social,North America,158038,3268,6435.2,278,22417.62
2024-10-26,ADV061,CMP4469,Social,North America,163433,3603,6654.85,359,11615.28
2024-10-27,ADV061,CMP1231,Social,North America,167179,3533,6807.4,260,45078.77
2024-10-28,ADV061,CMP6879,Social,North America,140021,3420,5701.57,301,25884.1
2024-10-29,ADV061,CMP2400,Social,North America,155911,3101,6348.57,208,15328.69
2024-11-02,ADV061,CMP3615,Social,North America,288847,4632,11761.59,365,29034.86
2024-11-03,ADV061,CMP7954,Social,North America,206565,3979,8411.15,343,58365.55
2024-11-05,ADV061,CMP6778,Social,North America,212172,4234,8639.49,378,27199.77
2024-11-06,ADV061,CMP6198,Social,North America,192872,4642,7853.61,379,29547.72
2024-11-07,ADV061,CMP2078,Social,North America,205048,3854,8349.4,399,24351.85
2024-11-09,ADV061,CMP8681,Social,North America,215135,3559,8760.11,280,16939.84
2024-11-10,ADV061,CMP5897,Social,North America,161542,3269,6577.88,285,43214.56
2024-11-11,ADV061,CMP6157,Social,North America,211437,3862,8609.53,341,8798.06
2024-11-12,ADV061,CMP9130,Social,North America,164577,3507,6701.43,252,26834.77
2024-11-13,ADV061,CMP8715,Social,North America,278350,6466,11334.2,597,105967.52
2024-11-15,ADV061,CMP2146,Social,North America,193523,3783,7880.08,414,21095.07
2024-11-17,ADV061,CMP3456,Social,North America,186322,3478,7586.88,319,47521.5
2024-11-19,ADV061,CMP6247,Social,North America,215228,4126,8763.91,376,40772.57
2024-11-23,ADV061,CMP4878,Social,North America,218483,4154,8896.45,342,41222.38
2024-11-24,ADV061,CMP5081,Social,North America,250514,4914,10200.73,518,90560.2
2024-11-25,ADV061,CMP4179,Social,North America,123261,2389,5019.08,213,27287.06
2024-11-27,ADV061,CMP9381,Social,North America,234133,5275,9533.71,521,72984.35
2024-11-28,ADV061,CMP6176,Social,North America,203572,4643,8289.28,442,23204.19
2024-11-29,ADV061,CMP2938,Social,North America,222173,4972,9046.7,492,53563.96
2024-11-30,ADV061,CMP4570,Social,North America,206342,4038,8402.1,369,51652.42
2024-12-01,ADV061,CMP8783,Social,North America,170210,3632,6930.82,249,42133.4
2024-12-03,ADV061,CMP1155,Social,North America,206499,4363,8408.48,371,34381.02
2024-12-07,ADV061,CMP1722,Social,North America,261105,6018,10631.99,499,52799.26
2024-12-08,ADV061,CMP6633,Social,North America,189951,3805,7734.67,295,28784.54
2024-12-11,ADV061,CMP7864,Social,North America,164063,3787,6680.5,338,38270.37
2024-12-12,ADV061,CMP8631,Social,North America,186168,3538,7580.63,269,9846.61
2024-12-15,ADV061,CMP6181,Social,North America,136029,2305,5539.01,229,20916.35
2024-12-18,ADV061,CMP8822,Social,North America,223761,3624,9111.35,341,57268.21
2024-12-22,ADV061,CMP8434,Social,North America,192193,3424,7825.95,314,46535.4
2024-12-23,ADV061,CMP5556,Social,North America,135652,2240,5523.66,173,14085.03
2024-12-24,ADV061,CMP4599,Social,North America,96396,1787,3925.18,159,10456.62
2024-12-27,ADV061,CMP3842,Social,North America,213465,4512,8692.14,364,60940.07
2024-12-28,ADV061,CMP4977,Social,North America,175979,3182,7165.72,256,45018.48
2024-12-30,ADV061,CMP1754,Social,North America,276842,5330,11272.78,520,39611.62
2024-01-02,ADV062,CMP4741,Social,North America,116744,2730,3301.42,118,11401.33
2024-01-03,ADV062,CMP1171,Social,North America,104064,3529,2942.84,132,11246.73
2024-01-05,ADV062,CMP6635,Social,North America,139592,4658,3947.55,231,25362.67
2024-01-07,ADV062,CMP8038,Social,North America,130272,5461,3683.98,228,7214.34
2024-01-08,ADV062,CMP7023,Social,North America,133280,5412,3769.04,241,18103.54
2024-01-09,ADV062,CMP5988,Social,North America,133186,5133,3766.39,213,29605.17
2024-01-11,ADV062,CMP1552,Social,North America,124242,4295,3513.46,167,21193.28
2024-01-15,ADV062,CMP1038,Social,North America,116247,3900,3287.38,186,24585.74
2024-01-16,ADV062,CMP2006,Social,North America,135623,5569,3835.29,188,33325.13
2024-01-19,ADV062,CMP4570,Social,North America,124854,4603,3530.77,188,22957.31
2024-01-20,ADV062,CMP4970,Social,North America,122209,4346,3455.98,154,23288.07
2024-01-21,ADV062,CMP3977,Social,North America,116368,4097,3290.79,154,3425.65
2024-01-22,ADV062,CMP9413,Social,North America,121532,5051,3436.82,215,11565.85
2024-01-24,ADV062,CMP5536,Social,North America,83569,2929,2363.28,117,20537.27
2024-01-26,ADV062,CMP7868,Social,North America,119053,5193,3366.71,203,29707.62
2024-01-27,ADV062,CMP9350,Social,North America,110558,3416,3126.49,130,17283.49
2024-01-28,ADV062,CMP9172,Social,North America,101586,3957,2872.76,144,15024.14
2024-02-02,ADV062,CMP7190,Social,North America,93655,3896,2648.48,176,12360.82
2024-02-03,ADV062,CMP2210,Social,North America,108239,4249,3060.92,162,29142.74
2024-02-04,ADV062,CMP9937,Social,North America,112287,4500,3175.38,122,10781.1
2024-02-05,ADV062,CMP9625,Social,North America,124024,5441,3507.29,208,34736.45
2024-02-06,ADV062,CMP8862,Social,North America,134594,5936,3806.21,245,23751.49
2024-02-08,ADV062,CMP7506,Social,North America,151203,5834,-4275.88,178,6311.43
2024-02-09,ADV062,CMP7936,Social,North America,111839,4291,3162.71,117,17178.82
2024-02-10,ADV062,CMP1500,Social,North America,116296,3415,3288.76,138,6207.73
2024-02-11,ADV062,CMP6375,Social,North America,132127,5026,3736.43,193,33632.74
2024-02-13,ADV062,CMP6189,Social,North America,94296,3434,2666.62,138,19521.22
2024-02-14,ADV062,CMP2328,Social,North America,88617,3887,2506.02,155,6621.76
2024-02-16,ADV062,CMP5540,Social,North America,124021,4351,3507.23,164,14509.58
2024-02-17,ADV062,CMP4952,Social,North America,93142,3128,2633.99,100,7554.04
2024-02-18,ADV062,CMP8926,Social,North America,132918,4673,3758.8,191,29105.88
2024-02-19,ADV062,CMP6140,Social,North America,131146,4800,3708.7,197,16606.0
2024-02-20,ADV062,CMP8717,Social,North America,156276,6722,4419.34,323,50311.8
2024-02-21,ADV062,CMP3414,Social,North America,96009,4033,2715.06,172,5998.08
2024-02-22,ADV062,CMP3322,Social,North America,140192,5121,3964.5,172,30138.24
2024-02-23,ADV062,CMP6536,Social,North America,136889,5281,3871.11,211,33072.11
2024-02-24,ADV062,CMP4540,Social,North America,74802,3437,2115.34,148,8556.31
2024-02-27,ADV062,CMP5824,Social,North America,113371,3432,3206.04,125,19559.43
2024-02-28,ADV062,CMP7186,Social,North America,130438,4629,3688.69,165,19423.46
2024-03-02,ADV062,CMP4412,Social,North America,149854,5717,4237.75,248,43161.31
2024-03-03,ADV062,CMP8207,Social,North America,161626,6797,4570.65,287,50991.06
2024-03-05,ADV062,CMP7539,Social,North America,151822,5212,4293.4,173,11027.84
2024-03-08,ADV062,CMP2595,Social,North America,128061,5632,3621.47,207,19833.44
